Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Traffic,Actual_Delivery_Time,Parcel_Category,Distance_km,Day_of_Week,Is_Peak_Hour,Order_Minutes,Pickup_Minutes,Traffic_num,Vehicle_Motorcycle,Vehicle_Scooter,Vehicle_Van,Area_Other,Area_Semi-Urban,Area_Urban,Weather_Fog,Weather_Sandstorms,Weather_Stormy,Weather_Sunny,Weather_Windy,Parcel_Category_TE,Order_Hour,Pickup_Hour,Order_Slot,Pickup_Slot,First_Attempt_Success,Pickup_Slot_Mismatch,First_Attempt_Success_Prob
txdv395356153,20,5.0,0.0,0.0,0.05,0.05,2022-04-05,Jam,120,Home,7.862668167410368,1,1,1175.0,1190,4.0,1,0,0,0,0,1,0,0,1,0,0,130.95530726256985,19,19,19-20,19-20,1,0,0.042163046434587695
dxwe064299401,30,4.2,18.530963,73.828972,18.620963,73.918972,2022-03-02,Low,165,Clothing,13.789066440485811,2,0,1370.0,1385,1.0,0,1,0,0,0,1,1,0,0,0,0,130.48368953880765,22,23,22-23,23-24,1,1,0.06664203136665192
hqmr555684922,31,4.7,22.310526,73.170937,22.340526,73.200937,2022-03-05,Jam,110,Cosmetics,4.544228016639666,5,1,1315.0,1320,4.0,0,1,0,0,0,0,0,0,0,1,0,132.90250280164364,21,22,21-22,22-23,1,1,0.02827179707362359
edhf270235821,30,4.9,21.173493,72.801953,21.213493,72.841953,2022-04-05,Medium,165,Sports,6.081139317039376,1,0,975.0,980,2.0,1,0,0,0,0,0,0,1,0,0,0,132.24714968738508,16,16,16-17,16-17,1,0,0.5014857541639831
imri932331797,27,4.8,21.149569,72.772697,21.259569,72.882697,2022-03-31,Medium,195,Pet Supplies,16.722548420715,3,1,1140.0,1155,2.0,1,0,0,0,0,0,0,0,0,0,1,131.29182156133828,19,19,19-20,19-20,1,0,0.12066716541091288
xiii475914720,33,4.9,22.311844,73.165081,22.321844,73.175081,2022-03-28,Low,120,Apparel,1.5147861398649296,0,1,570.0,585,1.0,1,0,0,0,0,1,0,0,0,1,0,132.0487894350697,9,9,9-10,9-10,1,0,0.9194028202763259
akmp412397462,32,4.6,0.0,0.0,0.02,0.02,2022-02-13,Low,110,Cosmetics,3.145067434621583,6,1,540.0,550,1.0,0,1,0,0,0,0,0,1,0,0,0,132.90250280164364,9,9,9-10,9-10,1,0,0.8238636494721409
zruo694898679,25,5.0,13.026279,80.174568,13.046279,80.194568,2022-03-09,High,80,Sports,3.1048037532854496,2,1,670.0,685,3.0,0,1,0,0,0,0,0,0,0,0,1,132.24714968738508,11,11,11-12,11-12,1,0,0.5336390607931775
lnvx410517350,32,4.9,23.371292,85.327872,23.381292,85.337872,2022-03-09,Low,75,Books,1.5093764432901144,2,1,580.0,590,1.0,1,0,0,0,0,1,0,0,0,0,0,131.02160056657223,9,9,9-10,9-10,1,0,0.8913428058541094
zqgp489250813,31,5.0,22.310329,73.169083,22.360329,73.219083,2022-03-11,Medium,85,Skincare,7.573467821949916,4,1,1130.0,1140,2.0,1,0,0,0,0,0,1,0,0,0,0,132.02741702741702,18,19,18-19,19-20,1,1,0.08175979555570703
aozd095262266,36,4.6,12.970324,77.645748,13.000324,77.675748,2022-03-28,Low,90,Home,4.657671710224878,0,0,1345.0,1355,1.0,0,0,1,0,0,1,1,0,0,0,0,130.95530726256985,22,22,22-23,22-23,1,0,0.2222013755352499
gigo324419223,37,4.9,0.0,0.0,0.09,0.09,2022-02-14,Jam,145,Cosmetics,14.15280068944862,0,1,1295.0,1305,4.0,1,0,0,0,0,1,0,1,0,0,0,132.90250280164364,21,21,21-22,21-22,1,0,0.039633508668114964
ccbn538977724,38,4.7,19.207222,72.972281,19.287222,73.052281,2022-03-02,Low,130,Jewelry,12.233735310134827,2,0,1390.0,1400,1.0,0,1,0,0,0,0,0,0,0,0,1,130.7530335474661,23,23,23-24,23-24,1,0,0.17774702589500582
yqhn066005906,25,4.7,12.933298,77.614293,13.003298,77.684293,2022-03-31,Jam,180,Sports,10.8682628201097,3,1,1250.0,1265,4.0,1,0,0,0,0,0,0,0,1,0,0,132.24714968738508,20,21,20-21,21-22,1,1,0.008894277304892138
ergv999019021,31,4.8,17.433809,78.386744,17.503809,78.456744,2022-03-12,Medium,150,Books,10.756895455613911,5,1,1140.0,1145,2.0,1,0,0,0,0,0,0,0,1,0,0,131.02160056657223,19,19,19-20,19-20,1,0,0.07814335007117665
zqxb196452648,22,4.6,17.431477,78.40035,17.511477,78.48035,2022-04-02,Jam,135,Sports,12.293508819559186,5,1,1295.0,1310,4.0,0,1,0,0,0,0,0,0,0,0,1,132.24714968738508,21,21,21-22,21-22,1,0,0.023097207216476838
ffhq043532912,36,4.6,18.56245,73.916619,18.60245,73.956619,2022-03-24,High,165,Electronics,6.128363939648455,3,0,765.0,770,3.0,1,0,0,0,0,0,1,0,0,0,0,130.83713583713583,12,12,12-13,12-13,1,0,0.3551635807255203
jwmf601716475,28,4.9,0.0,0.0,0.06,0.06,2022-02-17,Low,90,Cosmetics,9.435201537430713,3,0,1350.0,1360,1.0,1,0,0,0,0,1,0,0,0,0,1,132.90250280164364,22,22,22-23,22-23,1,0,0.33810284223913145
gxqj833336323,31,4.9,23.371292,85.327872,23.411292,85.367872,2022-03-07,Medium,80,Jewelry,6.037193175494637,0,0,995.0,1010,2.0,1,0,0,0,0,0,1,0,0,0,0,130.7530335474661,16,16,16-17,16-17,1,0,0.33361951065599255
klje181215820,26,4.9,12.975377,77.696664,13.055377,77.776664,2022-03-18,Jam,85,Kitchen,12.419724873245404,4,1,1260.0,1270,4.0,0,1,0,0,0,0,0,0,0,0,1,132.32697343808454,21,21,21-22,21-22,1,0,0.03353724195307207
luvq212680438,22,4.5,26.849596,75.800512,26.859596,75.810512,2022-03-09,Low,50,Toys,1.4901538808207615,2,1,525.0,530,1.0,1,0,0,0,0,1,0,0,0,0,1,129.39590075512405,8,8,8-9,8-9,1,0,0.8824140988914925
lnji578462364,26,4.8,19.121999,72.908493,19.141999,72.928493,2022-03-11,High,65,Skincare,3.059443338897214,4,1,715.0,720,3.0,1,0,0,0,0,0,0,0,0,1,0,132.02741702741702,11,12,11-12,12-13,1,1,0.4054102470162921
kwtn302347049,39,4.6,17.433809,78.386744,17.563809,78.516744,2022-03-02,Medium,85,Pet Supplies,19.975520086221444,2,1,1115.0,1125,2.0,1,0,0,0,0,0,0,0,0,1,0,131.29182156133828,18,18,18-19,18-19,1,0,0.13024706924332974
fzrg907765894,22,4.9,23.359033,85.325347,23.469033,85.435347,2022-04-06,Medium,205,Apparel,16.600975700594585,2,1,1125.0,1130,2.0,1,0,0,0,0,0,0,0,0,0,0,132.0487894350697,18,18,18-19,18-19,1,0,0.13942801924801307
iosa076783735,34,4.7,11.000762,76.981876,11.030762,77.011876,2022-03-26,Jam,130,Toys,4.674341511234465,5,1,1290.0,1295,4.0,1,0,0,0,0,0,0,0,0,1,0,129.39590075512405,21,21,21-22,21-22,1,0,0.050034301562824214
deiz748348812,26,4.6,22.307898,73.167788,22.357898,73.217788,2022-03-05,Medium,95,Shoes,7.5735286916855555,5,1,1130.0,1145,2.0,1,0,0,0,0,0,0,0,0,1,0,131.1515378844711,18,19,18-19,19-20,1,1,0.13602837365617643
hcvv352266513,32,4.9,11.021278,76.995017,11.101278,77.075017,2022-03-31,Jam,210,Home,12.463962426993913,3,1,1150.0,1165,4.0,0,0,1,0,0,0,1,0,0,0,0,130.95530726256985,19,19,19-20,19-20,1,0,0.02838226088378337
qzsz347788384,33,4.3,23.351489,85.324253,23.391489,85.364253,2022-04-03,High,165,Jewelry,6.037605711784208,6,0,735.0,745,3.0,1,0,0,0,0,0,0,0,1,0,0,130.7530335474661,12,12,12-13,12-13,1,0,0.2845749281114198
hwve002323690,20,4.1,13.049645,80.242268,13.119645,80.312268,2022-04-06,Jam,155,Electronics,10.865776701899678,2,1,1310.0,1315,4.0,0,0,1,0,0,0,1,0,0,0,0,130.83713583713583,21,21,21-22,21-22,1,0,0.00889537314941481
zulr364274984,30,4.8,21.173493,72.801953,21.203493,72.831953,2022-03-09,Medium,170,Toys,4.560926278066122,2,1,1110.0,1125,2.0,1,0,0,0,0,0,0,0,1,0,0,129.39590075512405,18,18,18-19,18-19,1,0,0.11324186742054494
sglu806905966,39,4.2,0.0,0.0,0.04,0.04,2022-02-17,High,175,Skincare,6.290134677634678,3,0,890.0,905,3.0,0,1,0,0,0,0,0,0,0,0,0,132.02741702741702,14,15,14-15,15-16,1,1,0.20676990472607829
esxe877634833,28,4.4,27.195928,77.998092,27.215928,78.018092,2022-02-17,Low,135,Shoes,2.976185616575918,3,1,495.0,510,1.0,1,0,0,0,0,0,0,0,0,0,1,131.1515378844711,8,8,8-9,8-9,1,0,0.8265241470393583
xexu510458622,31,4.1,11.003008,76.97544,11.083009,77.05544,2022-03-04,Jam,205,Toys,12.464422665211348,4,1,1290.0,1295,4.0,0,1,0,0,0,1,1,0,0,0,0,129.39590075512405,21,21,21-22,21-22,1,0,0.013213415723072037
ncss834024629,36,4.1,22.745049,75.892471,22.805049,75.952471,2022-04-05,Jam,160,Apparel,9.074836683459717,1,1,1215.0,1220,4.0,0,1,0,0,0,0,0,0,0,0,1,132.0487894350697,20,20,20-21,20-21,1,0,0.025487683201982404
wexa728470590,34,5.0,12.321214,76.621094,12.431214,76.731094,2022-03-20,Jam,230,Toys,17.09806123890409,6,1,1240.0,1250,4.0,0,1,0,0,0,0,0,0,0,0,0,129.39590075512405,20,20,20-21,20-21,1,0,0.03122228574631715
dxgy027687517,32,4.5,15.561295,73.749478,15.631295,73.819478,2022-02-14,Medium,125,Snacks,10.80698327657689,0,1,1095.0,1100,2.0,1,0,0,0,0,0,0,0,0,0,1,131.9043321299639,18,18,18-19,18-19,1,0,0.150542923313735
kbei325817647,35,4.7,26.911378,75.789034,26.991378,75.869034,2022-03-10,Jam,250,Pet Supplies,11.916705005077658,3,1,1260.0,1270,4.0,1,0,0,0,0,0,1,0,0,0,0,131.29182156133828,21,21,21-22,21-22,1,0,0.016369423049444862
xuti025518801,31,4.5,18.636215,73.751081,18.676215,73.791081,2022-04-01,Medium,80,Clothing,6.127106344248052,4,0,940.0,950,2.0,1,0,0,0,0,0,0,0,0,0,0,130.48368953880765,15,15,15-16,15-16,1,0,0.453545533350708
zagf517286818,27,5.0,26.913483,75.803139,26.983483,75.873139,2022-03-08,Medium,90,Shoes,10.427235657896496,1,1,1080.0,1085,2.0,1,0,0,0,0,1,0,0,0,1,0,131.1515378844711,18,18,18-19,18-19,1,0,0.36554852269891647
kopc916482813,35,4.8,19.876994,75.372353,19.956994,75.452353,2022-02-18,Medium,200,Jewelry,12.209836055800304,4,1,1140.0,1150,2.0,1,0,0,0,0,0,0,0,0,0,1,130.7530335474661,19,19,19-20,19-20,1,0,0.1479851780632115
ysdg709295274,37,4.9,18.536562,73.896485,18.576562,73.936485,2022-04-01,High,140,Shoes,6.128804224238058,4,0,825.0,840,3.0,1,0,0,0,0,0,0,0,0,0,1,131.1515378844711,13,14,13-14,14-15,1,1,0.3736850074144111
pjhr719755837,31,4.9,23.359194,85.325447,23.379194,85.345447,2022-03-30,Low,85,Home,3.01882678715419,2,1,510.0,520,1.0,1,0,0,0,0,0,0,0,0,0,0,130.95530726256985,8,8,8-9,8-9,1,0,0.8709133563390952
ahwn366181932,26,4.9,22.539129,88.365507,22.589129,88.415507,2022-02-11,Medium,120,Books,7.567713368601147,4,1,1095.0,1100,2.0,1,0,0,0,0,0,0,0,0,0,1,131.02160056657223,18,18,18-19,18-19,1,0,0.22297971243936765
yioe844570280,32,4.4,0.0,0.0,0.03,0.03,2022-04-01,Low,120,Apparel,4.717601092054723,4,0,1390.0,1400,1.0,1,0,0,0,0,1,0,1,0,0,0,132.0487894350697,23,23,23-24,23-24,1,0,0.269752222493624
tymg150014211,36,4.6,22.732225,75.874765,22.772225,75.914765,2022-03-17,Medium,140,Outdoors,6.050355980667947,3,0,945.0,960,2.0,1,0,0,0,0,0,1,0,0,0,0,131.05933745904622,15,16,15-16,16-17,1,1,0.22574105584495396
uzci252090225,21,5.0,15.561295,73.749478,15.691295,73.879478,2022-02-16,Jam,210,Outdoors,20.068696929514367,2,1,1180.0,1190,4.0,1,0,0,0,0,0,0,0,0,0,0,131.05933745904622,19,19,19-20,19-20,1,0,0.03411080763312499
otir456411178,21,4.7,10.994136,76.963303,11.054136,77.023303,2022-03-07,Jam,125,Jewelry,9.348552276072713,0,1,1155.0,1160,4.0,0,1,0,0,0,1,0,1,0,0,0,130.7530335474661,19,19,19-20,19-20,1,0,0.07327566312132577
mkgg731594420,31,4.1,13.064181,80.236442,13.144181,80.316442,2022-03-12,Low,210,Books,12.417550916012395,5,0,1435.0,10,1.0,1,0,0,0,0,0,1,0,0,0,0,131.02160056657223,23,0,23-24,0-1,1,1,0.39391680121471756
eijt772813227,36,4.4,17.450851,78.379347,17.520851,78.449347,2022-03-08,Jam,175,Clothing,10.756415548797705,1,1,1250.0,1255,4.0,1,0,0,0,0,0,0,0,0,1,0,130.48368953880765,20,20,20-21,20-21,1,0,0.03462900751076514
gxuq432207721,37,4.8,12.975377,77.696664,13.035377,77.756664,2022-03-03,Low,140,Clothing,9.314976789360625,3,0,1430.0,0,1.0,0,1,0,0,0,1,0,1,0,0,0,130.48368953880765,23,0,23-24,0-1,1,1,0.788223659370249
stsj613999591,25,4.2,0.0,0.0,0.09,0.09,2022-03-10,Jam,185,Home,14.15280068944862,3,1,1280.0,1295,4.0,1,0,0,0,0,1,0,0,1,0,0,130.95530726256985,21,21,21-22,21-22,1,0,0.011012616174892093
fuoj926866165,25,4.5,21.149569,72.772697,21.219569,72.842697,2022-03-02,Medium,130,Outdoors,10.642292301678436,2,1,1115.0,1120,2.0,1,0,0,0,0,0,0,0,0,1,0,131.05933745904622,18,18,18-19,18-19,1,0,0.18211034824198963
ogwl310790174,27,4.6,17.438263,78.397865,17.548263,78.507865,2022-03-02,Medium,145,Home,16.902609492881677,2,1,1140.0,1155,2.0,1,0,0,0,0,0,0,0,1,0,0,130.95530726256985,19,19,19-20,19-20,1,0,0.04949459039221058
snqp734871088,38,4.9,22.311358,73.164798,22.321358,73.174798,2022-04-01,Low,95,Cosmetics,1.514788572005127,4,1,550.0,560,1.0,1,0,0,0,0,0,0,0,0,1,0,132.90250280164364,9,9,9-10,9-10,1,0,0.8932389123088528
ohvf297553135,39,4.8,13.066762,80.251865,13.106762,80.291865,2022-03-07,High,110,Kitchen,6.208989450210038,0,0,780.0,790,3.0,1,0,0,0,0,0,0,0,0,1,0,132.32697343808454,13,13,13-14,13-14,1,0,0.5961744932593795
ggtr862765857,35,4.9,0.0,0.0,0.08,0.08,2022-02-18,Medium,220,Toys,12.58026782240096,4,1,1120.0,1130,2.0,1,0,0,0,0,0,0,0,0,0,0,129.39590075512405,18,18,18-19,18-19,1,0,0.166725636304022
hwsw459169259,37,4.2,22.725835,75.887648,22.795835,75.957648,2022-03-14,Medium,170,Home,10.58781590344868,0,1,1140.0,1145,2.0,0,1,0,0,0,0,1,0,0,0,0,130.95530726256985,19,19,19-20,19-20,1,0,0.06068862205662555
nuxi051089258,38,4.3,22.728163,75.884212,22.838163,75.994212,2022-03-31,Jam,265,Kitchen,16.636744591831217,3,1,1290.0,1305,4.0,1,0,0,0,0,0,0,0,0,0,1,132.32697343808454,21,21,21-22,21-22,1,0,0.015040747864733868
oznj001946323,27,4.6,21.186438,72.794115,21.276438,72.884115,2022-03-08,Medium,85,Outdoors,13.680927409309072,1,1,1120.0,1135,2.0,0,1,0,0,0,0,0,0,0,1,0,131.05933745904622,18,18,18-19,18-19,1,0,0.16602758590787936
lrbb506912317,22,4.8,30.899584,75.809346,30.909584,75.819346,2022-02-15,Low,80,Kitchen,1.4651613615197694,1,1,525.0,530,1.0,0,0,1,0,0,0,1,0,0,0,0,132.32697343808454,8,8,8-9,8-9,1,0,0.7784647396687906
ydwg300382140,34,4.6,17.428294,78.404423,17.538294,78.514423,2022-04-02,Medium,165,Sports,16.903050893204163,5,0,1060.0,1065,2.0,0,0,1,0,0,0,1,0,0,0,0,132.24714968738508,17,17,17-18,17-18,1,0,0.15249660073264348
ejfb505125957,25,4.8,10.035573,76.336958,10.045573,76.346958,2022-02-11,Low,95,Home,1.5605381560433635,4,1,615.0,625,1.0,1,0,0,0,0,1,0,0,0,0,0,130.95530726256985,10,10,10-11,10-11,1,0,0.867837595553317
skwv964648427,28,4.5,23.39925,85.390464,23.40925,85.400464,2022-03-24,High,140,Home,1.5092307910796248,3,1,700.0,715,3.0,0,1,0,0,0,0,1,0,0,0,0,130.95530726256985,11,11,11-12,11-12,1,0,0.2879294436808035
yzkq472900014,25,5.0,12.323194,76.630583,12.453194,76.760583,2022-03-08,Jam,180,Sports,20.20634606758301,1,1,1300.0,1310,4.0,1,0,0,0,0,0,1,0,0,0,0,132.24714968738508,21,21,21-22,21-22,1,0,0.011770514581712478
gtcx105840313,36,4.0,26.905287,75.794592,26.985287,75.874592,2022-03-29,Jam,225,Pet Supplies,11.916990180554908,1,1,1275.0,1280,4.0,1,0,0,0,0,0,0,0,1,0,0,131.29182156133828,21,21,21-22,21-22,1,0,0.007348747477008623
wiiv100133306,38,5.0,22.311358,73.164798,22.351358,73.204798,2022-04-05,High,125,Electronics,6.058853851669116,1,0,830.0,840,3.0,1,0,0,0,0,0,0,1,0,0,0,130.83713583713583,13,14,13-14,14-15,1,1,0.39104000832998215
jndo287242943,21,4.7,18.546258,73.904337,18.616258,73.974337,2022-03-31,Jam,80,Shoes,10.72467208673564,3,1,1160.0,1170,4.0,1,0,0,0,0,1,0,0,0,0,1,131.1515378844711,19,19,19-20,19-20,1,0,0.06684258026194094
xxve743558265,25,5.0,9.957144,76.296783,10.027144,76.366783,2022-02-16,Low,95,Sports,10.92456962686103,2,0,1415.0,1420,1.0,0,1,0,0,0,1,0,0,0,0,1,132.24714968738508,23,23,23-24,23-24,1,0,0.28572699007377134
brbi844185855,21,4.7,18.543626,73.905101,18.573626,73.935101,2022-03-05,Jam,65,Skincare,4.596576884051942,5,1,1220.0,1225,4.0,0,1,0,0,0,0,0,0,0,1,0,132.02741702741702,20,20,20-21,20-21,1,0,0.06538579206225312
lvys368228964,37,4.9,17.440827,78.393391,17.490827,78.443391,2022-03-17,Jam,135,Skincare,7.683556858430526,3,1,1175.0,1180,4.0,1,0,0,0,0,0,0,0,0,1,0,132.02741702741702,19,19,19-20,19-20,1,0,0.07768835202225854
smbr148296348,21,5.0,17.428294,78.404423,17.468294,78.444423,2022-03-01,High,185,Kitchen,6.147127365910596,1,0,880.0,895,3.0,1,0,0,0,0,0,0,0,0,0,1,132.32697343808454,14,14,14-15,14-15,1,0,0.46074188046129594
krxr951034624,39,4.4,21.185047,72.80859,21.275047,72.89859,2022-03-10,Jam,175,Jewelry,13.680987399157162,3,1,1230.0,1235,4.0,0,1,0,0,0,0,0,1,0,0,0,130.7530335474661,20,20,20-21,20-21,1,0,0.024267525914238013
kxho775409661,38,4.7,23.357804,85.325146,23.417804,85.385146,2022-04-03,Jam,190,Toys,9.055898607912091,6,1,1175.0,1185,4.0,0,1,0,0,0,0,0,0,0,0,0,129.39590075512405,19,19,19-20,19-20,1,0,0.04685117666998118
cljl522287977,21,4.6,12.334022,76.618203,12.404022,76.688203,2022-03-10,Low,65,Electronics,10.880731284671972,3,0,1435.0,5,1.0,0,1,0,0,0,1,0,0,0,0,1,130.83713583713583,23,0,23-24,0-1,1,1,0.7419183972576928
yydu345121262,39,4.4,17.483216,78.552111,17.593216,78.662111,2022-03-31,Low,210,Apparel,16.900616226154256,3,0,1420.0,1425,1.0,1,0,0,0,0,0,0,0,0,0,0,132.0487894350697,23,23,23-24,23-24,1,0,0.10764446671343743
iswj614242863,38,4.6,21.15276,72.778059,21.17276,72.798059,2022-03-24,Low,105,Outdoors,3.0408635912257624,3,1,630.0,640,1.0,0,1,0,0,0,0,0,0,1,0,0,131.05933745904622,10,10,10-11,10-11,1,0,0.5957907488060741
zuuq957496323,37,4.7,22.751857,75.866699,22.781857,75.896699,2022-03-21,Jam,80,Cosmetics,4.53754359959467,0,1,1170.0,1175,4.0,1,0,0,0,0,0,0,0,0,1,0,132.90250280164364,19,19,19-20,19-20,1,0,0.07893708665676591
iqmk810904790,34,4.8,22.745049,75.892471,22.805049,75.952471,2022-03-28,Jam,145,Kitchen,9.074836683459717,0,1,1190.0,1195,4.0,0,1,0,0,0,0,0,1,0,0,0,132.32697343808454,19,19,19-20,19-20,1,0,0.04816579083743348
ookg538431987,32,4.5,17.450851,78.379347,17.520851,78.449347,2022-03-10,Jam,245,Shoes,10.756415548797705,3,1,1200.0,1215,4.0,1,0,0,0,0,0,1,0,0,0,0,131.1515378844711,20,20,20-21,20-21,1,0,0.01856348633811799
lbur950487474,31,4.8,26.90294,75.793007,26.93294,75.823007,2022-04-03,Low,80,Pet Supplies,4.469351491411031,6,0,1435.0,10,1.0,0,1,0,0,0,0,1,0,0,0,0,131.29182156133828,23,0,23-24,0-1,1,1,0.6286739927734318
hiit965487320,38,4.3,12.975377,77.696664,12.985377,77.706664,2022-04-03,Low,165,Sports,1.5525722988574742,6,1,575.0,580,1.0,1,0,0,0,0,0,0,1,0,0,0,132.24714968738508,9,9,9-10,9-10,1,0,0.7777100893278638
ldkh164310946,32,4.7,12.913041,77.683237,12.943041,77.713237,2022-03-21,Low,130,Apparel,4.65819360783491,0,0,0.0,15,1.0,1,0,0,0,0,0,0,0,0,0,0,132.0487894350697,0,0,0-1,0-1,0,0,0.987836653623309
bbnj353030883,27,4.1,19.207222,72.972281,19.257222,73.022281,2022-03-13,Low,140,Clothing,7.646414103068861,6,0,1425.0,1435,1.0,1,0,0,0,0,0,0,0,1,0,0,130.48368953880765,23,23,23-24,23-24,1,0,0.06166903972719901
dazn920097032,20,4.6,26.913483,75.803139,27.043483,75.933139,2022-03-06,Low,110,Shoes,19.36258018346589,6,0,1420.0,1425,1.0,0,1,0,0,0,1,1,0,0,0,0,131.1515378844711,23,23,23-24,23-24,1,0,0.0929505776996972
qukm646535645,33,4.2,12.986047,80.218114,12.996047,80.228114,2022-04-03,Low,115,Apparel,1.5525398251397549,6,1,550.0,560,1.0,1,0,0,0,0,1,0,0,1,0,0,132.0487894350697,9,9,9-10,9-10,1,0,0.7031562053289367
bccf170983941,24,4.6,17.431477,78.40035,17.441477,78.41035,2022-03-03,Low,85,Outdoors,1.5368293119662575,3,1,555.0,565,1.0,0,1,0,0,0,0,0,0,0,0,0,131.05933745904622,9,9,9-10,9-10,1,0,0.826806115019668
kuyx431574512,23,4.6,0.0,0.0,0.01,0.01,2022-03-05,Low,70,Clothing,1.5725337292863206,5,1,490.0,505,1.0,0,1,0,0,0,1,0,0,0,0,0,130.48368953880765,8,8,8-9,8-9,1,0,0.9012661990882501
zvpw031077449,25,4.6,13.005801,80.250744,13.055801,80.300744,2022-03-07,Jam,125,Shoes,7.762092914972186,0,1,1180.0,1195,4.0,0,1,0,0,0,0,0,0,0,0,1,131.1515378844711,19,19,19-20,19-20,1,0,0.04486885964609063
inkf405746856,22,4.8,12.325461,76.632278,12.335461,76.642278,2022-03-21,High,115,Apparel,1.5545020843140127,0,1,695.0,700,3.0,0,1,0,0,0,1,0,0,0,0,0,132.0487894350697,11,11,11-12,11-12,1,0,0.5920085588737936
vlqx004718041,27,5.0,22.753659,75.903365,22.793659,75.943365,2022-03-24,High,145,Pet Supplies,6.049919555217586,3,0,895.0,910,3.0,1,0,0,0,0,0,0,0,0,0,0,131.29182156133828,14,15,14-15,15-16,1,1,0.32904755510450595
bcoy911928783,36,4.6,18.554382,73.798206,18.584382,73.828206,2022-04-01,Medium,145,Pet Supplies,4.596439723177665,4,1,1130.0,1145,2.0,0,1,0,0,0,0,0,1,0,0,0,131.29182156133828,18,19,18-19,19-20,1,1,0.11922161360054734
bejo482478504,34,3.4,22.751234,75.88949,22.881234,76.01949,2022-03-06,Low,155,Cosmetics,19.659414837288296,6,0,1390.0,1400,1.0,1,0,0,0,0,0,0,0,0,1,0,132.90250280164364,23,23,23-24,23-24,1,0,0.06642357800295703
mjsq064397885,25,4.7,19.120083,72.907385,19.190083,72.977385,2022-03-12,Jam,125,Outdoors,10.707345040408097,5,1,1285.0,1300,4.0,0,1,0,0,0,0,0,0,1,0,0,131.05933745904622,21,21,21-22,21-22,1,0,0.012800761100842713
uxan929709160,37,4.9,26.891191,75.802083,26.921191,75.832083,2022-03-17,Jam,135,Electronics,4.469557550709276,3,1,1275.0,1280,4.0,0,1,0,0,0,0,0,1,0,0,0,130.83713583713583,21,21,21-22,21-22,1,0,0.04682068832083603
qyen760255141,24,4.8,21.149669,72.772629,21.279669,72.902629,2022-03-16,Medium,160,Clothing,19.762382255532906,2,1,1080.0,1085,2.0,0,1,0,0,0,1,0,0,0,0,0,130.48368953880765,18,18,18-19,18-19,1,0,0.18571168430363766
klhn910543336,31,4.6,12.304569,76.643622,12.314569,76.653622,2022-03-28,Low,100,Kitchen,1.5545625412407005,0,1,620.0,635,1.0,0,1,0,0,0,0,0,0,1,0,0,132.32697343808454,10,10,10-11,10-11,1,0,0.6206414813222522
pnrb191894894,26,4.6,12.939496,77.625999,13.049496,77.735999,2022-03-29,Jam,90,Sports,17.077821017427635,1,1,1250.0,1265,4.0,0,1,0,0,0,0,0,0,0,0,1,132.24714968738508,20,21,20-21,21-22,1,1,0.013335623150854485
xlad106193655,23,4.9,21.175975,72.795503,21.205975,72.825503,2022-03-30,Jam,140,Clothing,4.560890658020926,2,1,1270.0,1280,4.0,0,1,0,0,0,1,1,0,0,0,0,130.48368953880765,21,21,21-22,21-22,1,0,0.03886411254828856
nkyq217081713,39,4.2,23.234631,77.401663,23.324631,77.491663,2022-02-16,Jam,180,Electronics,13.588908817419531,2,1,1290.0,1305,4.0,1,0,0,0,0,1,0,1,0,0,0,130.83713583713583,21,21,21-22,21-22,1,0,0.023905626159004854
awrl184508188,35,5.0,12.979096,77.640625,13.019096,77.680625,2022-03-21,High,130,Jewelry,6.210061176100267,0,0,825.0,835,3.0,0,1,0,0,0,0,0,0,0,0,1,130.7530335474661,13,13,13-14,13-14,1,0,0.5173672457984383
jzpn133462074,39,4.8,15.51315,73.78346,15.54315,73.81346,2022-02-17,Low,95,Sports,4.632302885852554,3,0,1365.0,1380,1.0,0,1,0,0,0,0,0,0,0,1,0,132.24714968738508,22,23,22-23,23-24,1,1,0.2347619132776501
qpur313182198,26,4.8,12.304569,76.643622,12.334569,76.673622,2022-03-01,Medium,145,Kitchen,4.663600819587387,1,0,1030.0,1045,2.0,0,1,0,0,0,0,0,1,0,0,0,132.32697343808454,17,17,17-18,17-18,1,0,0.43950282906806587
fpvr264009270,27,4.5,22.728163,75.884212,22.788163,75.944212,2022-03-17,Medium,55,Apparel,9.0753524876199,3,0,1070.0,1075,2.0,1,0,0,0,0,1,0,0,1,0,0,132.0487894350697,17,17,17-18,17-18,1,0,0.22378085711837165
zixq080869885,37,4.0,13.081878,80.248519,13.141878,80.308519,2022-04-03,Low,165,Skincare,9.313021564639982,6,0,1425.0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,132.02741702741702,23,0,23-24,0-1,1,1,0.5706120959961144
cqdj292944121,25,4.6,26.905287,75.794592,26.995287,75.884592,2022-04-02,Low,90,Jewelry,13.406350345879243,5,0,1405.0,1420,1.0,1,0,0,0,0,0,0,1,0,0,0,130.7530335474661,23,23,23-24,23-24,1,0,0.1492726084249871
lgbw411479549,31,4.6,13.02978,80.208812,13.03978,80.218812,2022-04-03,Low,100,Outdoors,1.5524064590051572,6,1,550.0,555,1.0,0,1,0,0,0,0,0,0,0,0,1,131.05933745904622,9,9,9-10,9-10,1,0,0.830950643590215
